EnergyAboveHull,Coeficient of Thermal Expansion (10^-6 K-1)_AB_avg,Asite_HHIp_min,Bsite0_IsFCC,Asite_HHIp_weighted_avg, BP (K)_AB_avg,Asite_Coeficient of Thermal Expansion (10^-6 K-1)_max,Bsite0_Group,Asite_Ionic Radius (angstroms)_range,Bsite_IsFCC_weighted_avg,MendeleevNumber_AB_avg,Asite_HHIr_min,Bsite_NUnfilled_weighted_avg,BCCenergy_pa_AB_avg,Bsite_Electro-  negativity_max,Asite_electrical conductivity_max,Asite_Coeficient of Thermal Expansion (10^-6 K-1)_weighted_avg,Bsite0_NUnfilled,Bsite_NUnfilled_min,Asite_GSenergy_pa_max,Bsite0_NdUnfilled,Heat of Vaporization_AB_avg,Asite_ BP (K)_weighted_avg,Bsite_Group_max,Second Ionization Potential  (V)_AB_avg,At. Radius   (angstroms)_AB_avg,Asite_shannon_radii_range,Asite_BCCenergydiff_min,Asite_HHIr_weighted_avg,Bsite_Group_weighted_avg,Asite_ BP (K)_max,Bsite0_At. Radius   (angstroms),num_of_atoms_Asite0,Bsite_IsBCC_weighted_avg,HHIp_AB_avg,Bsite_NdUnfilled_weighted_avg,Bsite_NdValence_weighted_avg,BCCfermi_AB_ratio,Asite_NUnfilled_max,Bsite_Heat of Vaporization_weighted_avg,Asite_BCCenergy_pa_max,Asite_BCCvolume_pa_range,MendeleevNumber_AB_ratio,num_of_atoms_Bsite0,Bsite0_NdValence,Bsite_BCCvolume_pa_max,Bsite_IsFCC_max,Asite_IsRareEarth_max,BCCenergydiff_AB_diff,Asite_heat of fusion_min,GSenergy_pa_AB_avg,Bsite_BCCfermi_weighted_avg,Atomic Radius (Ã…)_AB_avg,Bsite_Most stable oxidation State_range,Asite_Ionic Radius (angstroms)_min,Asite_MendeleevNumber_min,BCCfermi_AB_avg,num_of_atoms_Asite0.1,Electron Affinity (kJ/mol)_AB_avg,heat of fusion_AB_diff,Bsite_thermal conductivity_max,Bsite_Coeficient of Thermal Expansion (10^-6 K-1)_weighted_avg,Asite_electrical conductivity_weighted_avg,First Ionization Potential (V)_AB_avg,Asite_ICSDVolume_range,Electro-  negativity_AB_diff,Bsite_NdValence_max,Bsite0_BCCenergy_pa,num_of_atoms_Bsite0.1,Asite_NUnfilled_weighted_avg,Asite_thermal conductivity_max,Compositions
209.9213023,0.465028092,-0.815698819,-0.342947486,-1.038986474,-0.606893807,0.642989127,-0.804555236,0.087764039,-0.523746684,-1.020317162,-0.257391816,1.258616291,0.18905526,-1.084588475,-0.320669806,1.249783703,0.944755597,1.664956501,0.763859835,0.986110953,-0.30107593,-1.405569557,-1.521558728,-0.677377853,0.352793417,0.081486865,-0.909894507,0.553055458,-1.125396275,-1.217530478,0.691690614,-2.302095578,1.20955163,-0.502660234,1.280732831,-1.178604672,-0.922351064,-1.371145532,1.000888209,0.754414774,0.038456608,-0.50361184,0.929128201,-0.82563894,-0.252207784,-0.62832629,-1.036433089,0.072195877,-0.584645238,0.257895088,0.442407548,1.181439299,-0.883586776,1.011910412,-0.736641097,-0.606594942,-2.302095578,-1.564010933,-1.663318161,-1.149807413,-1.046070093,-0.059792364,-1.07450325,-0.262581559,-0.204665752,-1.621399638,-0.683032574,0.929128201,-1.226888181,-0.491156915,Ba1Sr7V8O24
101.6418333,-0.349907517,-0.815698819,-0.342947486,0.031573981,0.159898648,0.402483397,0.745494252,1.419442259,-0.523746684,1.88410289,-0.257391816,-0.935945215,0.133348279,0.478086056,-0.532651444,-0.419175159,-0.916294744,-0.33953786,0.621619042,-0.670143317,0.01525842,0.107326877,0.23151685,0.739137528,-0.931290935,1.522160476,-0.909894507,2.345489189,0.681043845,0.796011037,-0.947382643,-1.821287613,-1.143675898,-0.657465874,-0.665335409,0.727218904,0.220459554,0.872229982,0.152350976,0.604830231,1.813718605,1.038205805,0.929128201,0.810372889,-0.804501923,-0.62832629,0.964847621,-0.20190411,-0.584645238,0.114641348,0.174640364,-0.710959038,-0.883586776,-0.359821974,-0.459538781,0.536585259,-1.821287613,1.266430592,-0.082014395,0.326693022,0.000833249,-0.570162512,0.850252643,1.451731909,0.274671621,0.272442264,0.273408154,0.929128201,0.278453002,-0.491156915,Ba2Bi2Pr4Co8O24
156.4265882,0.844911036,-0.815698819,-0.342947486,-1.183656805,-1.18823084,0.617672735,0.35798188,1.593139419,-0.523746684,-0.346974105,-1.641870904,-0.387304838,0.407549601,0.165551149,2.213474323,1.191322998,-0.451032159,0.16158573,0.621619042,-0.256079749,-1.046821704,-1.23732546,-0.206752045,0.155565157,-1.015149505,0.615069684,-0.909894507,-2.497226505,0.229433815,-1.217530478,-0.619567992,-1.821287613,1.20955163,-0.902209204,-0.178818349,0.25076301,-0.569270406,-1.371145532,-0.1227878,0.604830231,1.280368153,-0.667247575,0.929128201,0.401369932,-0.742180795,-0.62832629,-1.036433089,0.213737137,-0.584645238,0.468015832,0.439404344,0.008465123,-0.883586776,-0.538743589,-1.013743412,-0.173630824,-1.821287613,-1.597232078,0.11405282,-0.095164245,-0.27227197,3.19486317,0.911270546,0.686271011,-1.019539287,-0.201018211,-0.363868339,0.929128201,-1.226888181,2.182598889,Ba2Ca6Fe8O24
262.1259318,0.249078037,-1.231710193,2.915898327,-0.315634815,-0.234084601,1.693619424,1.133006624,1.882634684,2.784668718,1.803703719,-1.987990676,-1.484585591,1.300605642,0.665606999,0.613976508,0.237093411,-1.381557329,-0.840661451,1.278342508,-1.084206884,-0.123976945,-0.151785288,0.669785744,1.215851406,-1.05707879,1.362085631,-0.909894507,-0.610454157,1.132653875,0.796011037,-1.275197295,-1.821287613,-1.143675898,-0.635843224,-1.151852469,1.203674798,0.017449107,0.872229982,0.200904877,1.325508736,2.605639827,0.66059972,0.929128201,1.219375846,-0.828140972,1.591529778,0.964847621,-0.306196784,-1.302232379,1.265066837,-0.714454095,-1.050766102,-0.883586776,-0.836946281,-0.459538781,-0.544693608,-1.821287613,1.445824774,-0.514133048,0.128547942,0.091868323,0.007141426,1.138831429,2.48829354,-0.264582924,0.74590274,1.025676655,0.929128201,0.09781206,0.663151758,Ba2Cd2Pr4Ni8O24
266.1005994,-0.356212628,-0.815698819,-0.342947486,0.43665091,-0.239341606,0.402483397,0.35798188,1.419442259,-0.523746684,1.100210973,-0.257391816,-0.387304838,-0.542451723,0.165551149,-0.532651444,-0.245678871,-0.451032159,0.16158573,0.621619042,-0.256079749,-0.541995777,-0.181045131,-0.206752045,0.093785989,-0.197528448,1.986377529,-0.909894507,0.521609252,0.229433815,-0.318691207,-0.619567992,-1.821287613,1.20955163,0.41395211,-0.178818349,0.25076301,-0.429474922,-0.555372618,-0.1227878,0.604830231,1.71337771,0.662719431,0.929128201,0.401369932,-0.742180795,-0.62832629,0.964847621,1.364728155,-0.584645238,-0.516844438,0.439404344,-0.831810923,-0.883586776,-0.359821974,-0.459538781,-0.001330268,-1.821287613,0.455834663,0.47969168,-0.095164245,-0.27227197,-0.595262683,0.724986479,1.682964888,-0.228632621,-0.201018211,-0.363868339,0.929128201,-0.504324413,-0.491156915,Ba2Dy6Fe8O24
67.02149851,-1.45330196,-0.815698819,-0.342947486,0.43665091,0.378356373,0.402483397,0.35798188,1.303644153,-0.523746684,0.85901346,-0.257391816,-0.387304838,-0.56323437,0.165551149,-0.532651444,-1.55821601,-0.451032159,0.16158573,0.621619042,-0.256079749,0.005585884,0.506561178,-0.206752045,0.224413583,-0.04029363,1.858317652,-0.909894507,0.521609252,0.229433815,0.512912054,-0.619567992,-1.821287613,1.20955163,0.41395211,-0.178818349,0.25076301,-0.417146492,1.891946125,-0.1227878,0.604830231,1.603774578,0.441058263,0.929128201,0.401369932,-0.742180795,-0.62832629,0.964847621,1.342284494,-0.584645238,-0.536468281,0.439404344,-0.708115464,-0.883586776,-0.240540897,-0.459538781,0.013864754,-1.821287613,0.455834663,1.118475775,-0.095164245,-0.27227197,-0.63291294,0.951111647,1.579308725,-0.300533227,-0.201018211,-0.363868339,0.929128201,1.663366891,-0.491156915,Ba2Gd6Fe8O24
287.4766812,-0.337297295,-0.815698819,-0.342947486,0.43665091,-0.127192185,0.402483397,0.35798188,1.477341312,-0.523746684,1.220809729,-0.257391816,-0.387304838,-0.534689541,0.165551149,-0.532651444,-0.22304892,-0.451032159,0.16158573,0.621619042,-0.256079749,-0.400995677,-0.056203134,-0.206752045,0.13527946,-0.260422376,1.788951886,-0.909894507,0.521609252,0.229433815,-0.167705083,-0.619567992,-1.821287613,1.20955163,0.41395211,-0.178818349,0.25076301,-0.496788482,-0.759315846,-0.1227878,0.604830231,1.704887326,0.773550015,0.929128201,0.401369932,-0.742180795,-0.62832629,0.964847621,1.332701501,-0.584645238,-0.507884723,0.439404344,-0.861668447,-0.883586776,-0.419462512,-0.459538781,-0.084295494,-1.821287613,0.455834663,1.359826327,-0.095164245,-0.27227197,-0.595262683,0.808975827,1.722832643,-0.192682318,-0.201018211,-0.363868339,0.929128201,-0.684965355,-0.491156915,Ba2Ho6Fe8O24
53.30936223,-0.621027295,-0.815698819,-0.342947486,0.43665091,0.686767278,0.402483397,0.745494252,0.66675457,-0.523746684,0.256019677,-0.257391816,-0.935945215,-0.016351172,0.478086056,-0.532651444,-0.743537785,-0.916294744,-0.33953786,0.621619042,-0.670143317,0.807043676,0.693824173,0.23151685,0.266624225,0.37899922,0.50835312,-0.909894507,0.521609252,0.681043845,0.739391241,-0.947382643,-1.821287613,-1.143675898,-0.328425546,-0.665335409,0.727218904,1.033568299,0.464343525,0.152350976,0.604830231,1.230197705,-0.380616755,0.929128201,0.810372889,-0.804501923,-0.62832629,0.964847621,0.000975519,-0.584645238,-0.041418891,0.174640364,-0.319967646,-0.883586776,0.415505027,-0.459538781,1.490434229,-1.821287613,1.067103724,0.053835616,0.326693022,0.000833249,-0.494861998,0.32298618,1.220498929,-0.899704944,0.272442264,0.273408154,0.929128201,0.398880297,-0.491156915,Ba2La6Co8O24
50.31532923,-1.642455293,-0.815698819,-0.342947486,0.43665091,0.455459099,0.402483397,-0.417042864,0.66675457,-0.523746684,-0.467572861,-0.257391816,0.709975915,-1.281315836,-0.897067532,-0.532651444,-0.743537785,0.479493012,1.163832911,0.621619042,0.157983818,0.505028253,0.693824173,-1.083289833,0.037129472,1.133726349,0.50835312,-0.909894507,0.521609252,-0.673786245,0.739391241,0.232750102,-1.821287613,1.20955163,0.633312329,0.307698711,-0.225692884,0.425817012,0.464343525,-0.238392327,0.604830231,1.230197705,-0.226187089,0.929128201,-0.007633026,-0.6476246,-0.62832629,0.964847621,1.220246364,-0.584645238,-1.241773777,1.737823367,-0.342716236,-0.883586776,0.415505027,-0.459538781,2.403143257,-1.821287613,0.987372977,-0.68033253,0.19246571,-1.842626983,-0.494861998,-1.247686414,1.220498929,0.154837278,-0.674478687,-0.95912446,0.929128201,0.398880297,-0.491156915,Ba2La6Cr8O24
0,-0.772349961,-0.815698819,-0.342947486,0.43665091,0.546580503,0.402483397,0.35798188,0.66675457,-0.523746684,0.014822164,-0.257391816,-0.387304838,-0.670396538,0.165551149,-0.532651444,-0.743537785,-0.451032159,0.16158573,0.621619042,-0.256079749,0.594381928,0.693824173,-0.206752045,-0.094010387,0.588645644,0.50835312,-0.909894507,0.521609252,0.229433815,0.739391241,-0.619567992,-1.821287613,1.20955163,0.41395211,-0.178818349,0.25076301,0.906289338,0.464343525,-0.1227878,0.604830231,1.230197705,-0.334755824,0.929128201,0.401369932,-0.742180795,-0.62832629,0.964847621,1.231396662,-0.584645238,-0.637850504,0.439404344,-0.388213416,-0.883586776,0.415505027,-0.459538781,1.645024239,-1.821287613,0.455834663,0.514376789,-0.095164245,-0.27227197,-0.494861998,0.337343334,1.220498929,-0.660036257,-0.201018211,-0.363868339,0.929128201,0.398880297,-0.491156915,Ba2La6Fe8O24
