EnergyAboveHull,Coeficient of Thermal Expansion (10^-6 K-1)_AB_avg,Asite_HHIp_min,Bsite0_IsFCC,Asite_HHIp_weighted_avg, BP (K)_AB_avg,Asite_Coeficient of Thermal Expansion (10^-6 K-1)_max,Bsite0_Group,Asite_Ionic Radius (angstroms)_range,Bsite_IsFCC_weighted_avg,MendeleevNumber_AB_avg,Asite_HHIr_min,Bsite_NUnfilled_weighted_avg,BCCenergy_pa_AB_avg,Bsite_Electro-  negativity_max,Asite_electrical conductivity_max,Asite_Coeficient of Thermal Expansion (10^-6 K-1)_weighted_avg,Bsite0_NUnfilled,Bsite_NUnfilled_min,Asite_GSenergy_pa_max,Bsite0_NdUnfilled,Heat of Vaporization_AB_avg,Asite_ BP (K)_weighted_avg,Bsite_Group_max,Second Ionization Potential  (V)_AB_avg,At. Radius   (angstroms)_AB_avg,Asite_shannon_radii_range,Asite_BCCenergydiff_min,Asite_HHIr_weighted_avg,Bsite_Group_weighted_avg,Asite_ BP (K)_max,Bsite0_At. Radius   (angstroms),num_of_atoms_Asite0,Bsite_IsBCC_weighted_avg,HHIp_AB_avg,Bsite_NdUnfilled_weighted_avg,Bsite_NdValence_weighted_avg,BCCfermi_AB_ratio,Asite_NUnfilled_max,Bsite_Heat of Vaporization_weighted_avg,Asite_BCCenergy_pa_max,Asite_BCCvolume_pa_range,MendeleevNumber_AB_ratio,num_of_atoms_Bsite0,Bsite0_NdValence,Bsite_BCCvolume_pa_max,Bsite_IsFCC_max,Asite_IsRareEarth_max,BCCenergydiff_AB_diff,Asite_heat of fusion_min,GSenergy_pa_AB_avg,Bsite_BCCfermi_weighted_avg,Atomic Radius (Ã…)_AB_avg,Bsite_Most stable oxidation State_range,Asite_Ionic Radius (angstroms)_min,Asite_MendeleevNumber_min,BCCfermi_AB_avg,num_of_atoms_Asite0.1,Electron Affinity (kJ/mol)_AB_avg,heat of fusion_AB_diff,Bsite_thermal conductivity_max,Bsite_Coeficient of Thermal Expansion (10^-6 K-1)_weighted_avg,Asite_electrical conductivity_weighted_avg,First Ionization Potential (V)_AB_avg,Asite_ICSDVolume_range,Electro-  negativity_AB_diff,Bsite_NdValence_max,Bsite0_BCCenergy_pa,num_of_atoms_Bsite0.1,Asite_NUnfilled_weighted_avg,Asite_thermal conductivity_max,Compositions
90.71083342,0.223857593,-0.815698819,-0.342947486,0.43665091,-0.090101101,0.402483397,2.29554374,0.66675457,-0.523746684,1.542406413,-0.257391816,0.161335538,1.988624339,0.040537187,-0.532651444,-0.743537785,0.014230426,0.66270932,0.621619042,-1.912334019,-0.240538815,0.693824173,1.984592428,1.680475827,0.966009209,0.50835312,-0.909894507,0.521609252,2.487483965,0.739391241,-0.029501619,-1.821287613,-1.143675898,1.385404508,-2.12488659,2.156586587,2.497497364,0.464343525,-1.202996506,0.604830231,1.230197705,-0.562407834,0.929128201,2.037381761,0.807251401,-0.62832629,0.964847621,0.815977127,-0.584645238,1.972001789,-1.689778113,0.572914514,-0.883586776,0.415505027,-0.459538781,0.401840269,-1.821287613,0.522276952,2.096403161,-0.938878779,1.525670726,-0.494861998,-2.348880089,1.220498929,-0.564168782,1.692823691,2.226978699,0.929128201,0.398880297,-0.491156915,Ba2La6Ga8O24
46.72844572,0.476062037,-0.815698819,-0.342947486,0.43665091,-0.373979321,0.402483397,-0.029530492,0.66675457,-0.523746684,-0.226375349,-0.257391816,0.161335538,-0.963463069,-1.584644325,-0.532651444,-0.743537785,0.014230426,0.66270932,0.621619042,0.157983818,-0.565071364,0.693824173,-0.645020939,-0.315308899,0.882150639,0.50835312,-0.909894507,0.521609252,-0.222176215,0.739391241,-0.16062748,-1.821287613,1.20955163,0.163254717,0.307698711,-0.225692884,0.533676193,0.464343525,-1.62287215,0.604830231,1.230197705,-0.283603247,0.929128201,-0.007633026,-0.789458892,-0.62832629,0.964847621,-0.610562625,-0.584645238,-1.00166033,1.395589722,-0.393900564,-0.883586776,0.415505027,-0.459538781,2.203320373,-1.821287613,0.136911674,0.352512946,-1.637286921,1.980846092,-0.494861998,-0.287192844,1.220498929,0.682108389,-0.674478687,-0.649421024,0.929128201,0.398880297,-0.491156915,Ba2La6Mn8O24
149.800425,-0.570586406,-0.815698819,2.915898327,0.43665091,0.525552486,0.402483397,1.133006624,0.66675457,2.784668718,0.49721719,-0.257391816,-1.484585591,0.755712025,0.665606999,-0.532651444,-0.743537785,-1.381557329,-0.840661451,0.621619042,-1.084206884,0.844572219,0.693824173,0.669785744,0.720695986,0.169352795,0.50835312,-0.909894507,0.521609252,1.132653875,0.739391241,-1.275197295,-1.821287613,-1.143675898,-0.024768328,-1.151852469,1.203674798,1.574688996,0.464343525,0.200904877,0.604830231,1.230197705,-0.421966775,0.929128201,1.219375846,-0.828140972,1.591529778,0.964847621,-0.083458338,-0.584645238,0.717827844,-0.714454095,-0.359777679,-0.883586776,0.415505027,-0.459538781,0.971311044,-1.821287613,1.611930497,-0.140786386,0.128547942,0.091868323,-0.494861998,-4.98E-05,1.220498929,-1.043506156,0.74590274,1.025676655,0.929128201,0.398880297,-0.491156915,Ba2La6Ni8O24
11.66933475,-0.999333961,-0.815698819,-0.342947486,0.43665091,0.647047692,0.402483397,-1.57957998,0.66675457,-0.523746684,-3.522741358,-0.257391816,2.355897044,0.388479951,-2.772276969,-0.532651444,-0.743537785,1.875280767,2.667203682,0.621619042,1.814238088,0.194970999,0.693824173,-2.398096517,-1.479175146,2.140029187,0.50835312,-0.909894507,0.521609252,-2.028616334,0.739391241,1.806260429,-1.821287613,-1.143675898,1.385404508,2.253766951,-2.131516461,2.034815188,0.464343525,-0.639540038,0.604830231,1.230197705,3.211822859,0.929128201,-1.643644855,1.722727289,-0.62832629,0.964847621,-0.159960845,-0.584645238,0.35198505,-1.262565393,1.687595428,-0.883586776,0.415505027,-0.459538781,0.651280613,-1.821287613,0.377432761,0.06925122,-1.467265659,-0.6819298,-0.494861998,-1.572158084,1.220498929,1.592849399,-2.56832059,0.667859934,0.929128201,0.398880297,-0.491156915,Ba2La6Sc8O24
309.43668,-1.175877071,-0.815698819,-0.342947486,0.43665091,1.173916322,0.402483397,-1.192067608,0.66675457,-0.523746684,-0.949967887,-0.257391816,1.807256668,-0.357644557,-1.647151307,-0.532651444,-0.743537785,1.410018182,2.166080092,0.621619042,1.400174521,1.270789251,0.693824173,-1.959827622,-1.15952174,1.762665623,0.50835312,-0.909894507,0.521609252,-1.577006305,0.739391241,1.216194056,-1.821287613,-1.143675898,0.006568846,1.767249891,-1.655060567,3.840063763,0.464343525,0.752338474,0.604830231,1.230197705,-0.087320102,0.929128201,-1.234641898,0.570860913,-0.62832629,0.964847621,-0.166549256,-0.584645238,-0.385311497,-2.518514462,0.78902612,-0.883586776,0.415505027,-0.459538781,-0.082041111,-1.821287613,0.402680831,-0.410559458,-1.337299531,-1.000552556,-0.494861998,-1.170157785,1.220498929,0.730042126,-2.094860114,-0.059134911,0.929128201,0.398880297,-0.491156915,Ba2La6Ti8O24
382.624954,-1.201097516,-0.815698819,-0.342947486,0.43665091,1.279056403,0.402483397,-0.804555236,0.66675457,-0.523746684,-0.708770374,-0.257391816,1.258616291,-0.99795905,-1.084588475,-0.532651444,-0.743537785,0.944755597,1.664956501,0.621619042,0.986110953,1.462899653,0.693824173,-1.521558728,-0.721022837,1.427231343,0.50835312,-0.909894507,0.521609252,-1.125396275,0.739391241,0.691690614,-1.821287613,1.20955163,0.695986677,1.280732831,-1.178604672,0.904915984,0.464343525,1.000888209,0.604830231,1.230197705,-0.161281866,0.929128201,-0.82563894,-0.252207784,-0.62832629,0.964847621,1.231396662,-0.584645238,-0.96142068,0.442407548,0.066758385,-0.883586776,0.415505027,-0.459538781,1.646777745,-1.821287613,0.801334567,-1.219878674,-1.149807413,-1.046070093,-0.494861998,-1.285015013,1.220498929,0.29863849,-1.621399638,-0.683032574,0.929128201,0.398880297,-0.491156915,Ba2La6V8O24
130.763804,-0.611569628,-0.815698819,-0.342947486,0.43665091,0.204875238,0.402483397,0.35798188,-0.08593312,-0.523746684,0.376618434,-0.257391816,-0.387304838,-0.608351725,0.165551149,-0.532651444,-0.551183205,-0.451032159,0.16158573,0.621619042,-0.256079749,-0.18225788,0.313446215,-0.206752045,-0.19605359,0.274176007,0.988577657,-0.909894507,0.521609252,0.229433815,0.279355394,-0.619567992,-1.821287613,1.20955163,0.41395211,-0.178818349,0.25076301,-0.402651758,0.668286754,-0.1227878,0.604830231,1.423160966,-0.002264072,0.929128201,0.401369932,-0.742180795,-0.62832629,0.964847621,1.230636486,-0.584645238,-0.576531224,0.439404344,-0.627073612,-0.883586776,1.190832027,-0.459538781,0.031729785,-1.821287613,0.455834663,0.453677848,-0.095164245,-0.27227197,-0.532512255,0.283504008,1.475652562,-0.516235045,-0.201018211,-0.363868339,0.929128201,0.579521239,-0.491156915,Ba2Nd6Fe8O24
56.16842235,-0.602111961,-0.815698819,-0.342947486,0.43665091,0.72882331,0.402483397,0.745494252,0.840451729,-0.523746684,0.49721719,-0.257391816,-0.935945215,0.039009553,0.478086056,-0.532651444,-0.720907835,-0.916294744,-0.33953786,0.621619042,-0.670143317,0.358443548,0.740639922,0.23151685,0.11048583,0.158870474,1.362085631,-0.909894507,0.521609252,0.681043845,0.796011037,-0.947382643,-1.821287613,-1.143675898,-0.328425546,-0.665335409,0.727218904,-0.295422223,0.872229982,0.152350976,0.604830231,1.352150486,-0.17042082,0.929128201,0.810372889,-0.804501923,-0.62832629,0.964847621,-0.057828744,-0.584645238,0.015639597,0.174640364,-0.528970317,-0.883586776,0.236583411,-0.459538781,-0.06859001,-1.821287613,1.067103724,-0.128261208,0.326693022,0.000833249,-0.545062341,0.193771799,1.451731909,-0.791854035,0.272442264,0.273408154,0.929128201,0.760162181,-0.491156915,Ba2Pr6Co8O24
68.80643078,-1.623539959,-0.815698819,-0.342947486,0.43665091,0.497515131,0.402483397,-0.417042864,0.840451729,-0.523746684,-0.226375349,-0.257391816,0.709975915,-1.225955111,-0.897067532,-0.532651444,-0.720907835,0.479493012,1.163832911,0.621619042,0.157983818,0.056428126,0.740639922,-1.083289833,-0.119008923,0.913597603,1.362085631,-0.909894507,0.521609252,-0.673786245,0.796011037,0.232750102,-1.821287613,1.20955163,0.633312329,0.307698711,-0.225692884,-0.597187795,0.872229982,-0.238392327,0.604830231,1.352150486,0.022616263,0.929128201,-0.007633026,-0.6476246,-0.62832629,0.964847621,1.161442101,-0.584645238,-1.184715288,1.737823367,-0.551718908,-0.883586776,0.236583411,-0.459538781,0.844119018,-1.821287613,0.987372977,-0.862429353,0.19246571,-1.842626983,-0.545062341,-1.376900796,1.451731909,0.262688187,-0.674478687,-0.95912446,0.929128201,0.760162181,-0.491156915,Ba2Pr6Cr8O24
56.8385124,-0.753434628,-0.815698819,-0.342947486,0.43665091,0.588636535,0.402483397,0.35798188,0.840451729,-0.523746684,0.256019677,-0.257391816,-0.387304838,-0.615035813,0.165551149,-0.532651444,-0.720907835,-0.451032159,0.16158573,0.621619042,-0.256079749,0.145781801,0.740639922,-0.206752045,-0.250148781,0.368516898,1.362085631,-0.909894507,0.521609252,0.229433815,0.796011037,-0.619567992,-1.821287613,1.20955163,0.41395211,-0.178818349,0.25076301,-0.3586198,0.872229982,-0.1227878,0.604830231,1.352150486,-0.113094656,0.929128201,0.401369932,-0.742180795,-0.62832629,0.964847621,1.172592399,-0.584645238,-0.580792015,0.439404344,-0.597216088,-0.883586776,0.236583411,-0.459538781,0.085999999,-1.821287613,0.455834663,0.332279965,-0.095164245,-0.27227197,-0.545062341,0.208128952,1.451731909,-0.552185348,-0.201018211,-0.363868339,0.929128201,0.760162181,-0.491156915,Ba2Pr6Fe8O24
151.6697018,0.242772926,-0.815698819,-0.342947486,0.43665091,-0.048045069,0.402483397,2.29554374,0.840451729,-0.523746684,1.783603926,-0.257391816,0.161335538,2.043985064,0.040537187,-0.532651444,-0.720907835,0.014230426,0.66270932,0.621619042,-1.912334019,-0.689138942,0.740639922,1.984592428,1.524337433,0.745880463,1.362085631,-0.909894507,0.521609252,2.487483965,0.796011037,-0.029501619,-1.821287613,-1.143675898,1.385404508,-2.12488659,2.156586587,0.431459644,0.872229982,-1.202996506,0.604830231,1.352150486,-0.397659669,0.929128201,2.037381761,0.807251401,-0.62832629,0.964847621,0.757172863,-0.584645238,2.029060278,-1.689778113,0.363911843,-0.883586776,0.236583411,-0.459538781,-1.15718397,-1.821287613,0.522276952,1.914306337,-0.938878779,1.525670726,-0.545062341,-2.47809447,1.451731909,-0.456317873,1.692823691,2.226978699,0.929128201,0.760162181,-0.491156915,Ba2Pr6Ga8O24
54.96370972,0.49497737,-0.815698819,-0.342947486,0.43665091,-0.331923288,0.402483397,-0.029530492,0.840451729,-0.523746684,0.014822164,-0.257391816,0.161335538,-0.908102344,-1.584644325,-0.532651444,-0.720907835,0.014230426,0.66270932,0.621619042,0.157983818,-1.013671491,0.740639922,-0.645020939,-0.471447293,0.662021893,1.362085631,-0.909894507,0.521609252,-0.222176215,0.796011037,-0.16062748,-1.821287613,1.20955163,0.163254717,0.307698711,-0.225692884,-0.543632684,0.872229982,-1.62287215,0.604830231,1.352150486,-0.049153935,0.929128201,-0.007633026,-0.789458892,-0.62832629,0.964847621,-0.669366889,-0.584645238,-0.944601841,1.395589722,-0.602903235,-0.883586776,0.236583411,-0.459538781,0.644296133,-1.821287613,0.136911674,0.170416122,-1.637286921,1.980846092,-0.545062341,-0.416407226,1.451731909,0.789959298,-0.674478687,-0.649421024,0.929128201,0.760162181,-0.491156915,Ba2Pr6Mn8O24
149.6854851,-0.551671072,-0.815698819,2.915898327,0.43665091,0.567608519,0.402483397,1.133006624,0.840451729,2.784668718,0.738414703,-0.257391816,-1.484585591,0.81107275,0.665606999,-0.532651444,-0.720907835,-1.381557329,-0.840661451,0.621619042,-1.084206884,0.395972092,0.740639922,0.669785744,0.564557591,-0.050775951,1.362085631,-0.909894507,0.521609252,1.132653875,0.796011037,-1.275197295,-1.821287613,-1.143675898,-0.024768328,-1.151852469,1.203674798,-0.02674061,0.872229982,0.200904877,0.604830231,1.352150486,-0.222108345,0.929128201,1.219375846,-0.828140972,1.591529778,0.964847621,-0.142262602,-0.584645238,0.774886333,-0.714454095,-0.56878035,-0.883586776,0.236583411,-0.459538781,-0.587713195,-1.821287613,1.611930497,-0.32288321,0.128547942,0.091868323,-0.545062341,-0.129264155,1.451731909,-0.935655247,0.74590274,1.025676655,0.929128201,0.760162181,-0.491156915,Ba2Pr6Ni8O24
64.54799238,-0.980418627,-0.815698819,-0.342947486,0.43665091,0.689103724,0.402483397,-1.57957998,0.840451729,-0.523746684,-3.281543846,-0.257391816,2.355897044,0.443840676,-2.772276969,-0.532651444,-0.720907835,1.875280767,2.667203682,0.621619042,1.814238088,-0.253629128,0.740639922,-2.398096517,-1.63531354,1.919900441,1.362085631,-0.909894507,0.521609252,-2.028616334,0.796011037,1.806260429,-1.821287613,-1.143675898,1.385404508,2.253766951,-2.131516461,0.201724958,0.872229982,-0.639540038,0.604830231,1.352150486,4.320128697,0.929128201,-1.643644855,1.722727289,-0.62832629,0.964847621,-0.218765109,-0.584645238,0.409043539,-1.262565393,1.478592756,-0.883586776,0.236583411,-0.459538781,-0.907743626,-1.821287613,0.377432761,-0.112845604,-1.467265659,-0.6819298,-0.545062341,-1.701372465,1.451731909,1.700700308,-2.56832059,0.667859934,0.929128201,0.760162181,-0.491156915,Ba2Pr6Sc8O24
